REG_DATE,ERR_DESCR,WORK_DESCR_LO,PERFORMED_ACTION_LO,RIG,AGE_OF_RIG,PERFORMED_ACTION_ID,PERFORMED_ACTION,ERR_TYPE,ERROR_TYPE,MCH_CODE,MCH_CODE_DESCRIPTION,SFI,Count_of_breakdown
18-May-17,Break Room Heater was tripped,investigate and correct fault,Reset 150C in the heater JB and the alarm on the control panel. Closed everything up and it op checks good.,D101,1515,2,Repair,4,General,11226857,HEATER; DUCT;EL;SUPP DUCT;C/S MM23,576,1
16-May-17,WNL PCMS 300490350: PBF and high contamination levels,this is a documented warranty claim,"reviewed report - this is subject to an ongoing warranty claim as current fitlering arrangements are not suitable for removing saturated water from oil on free  water
Bearing issue has not worsened recently and ABB is planned at some point during operatons to attend to change out the motor bearings",D101,1515,2,Repair,1.2,Vibration,11223571,THRUSTER SYSTEM NO.2; PORT BOW,404,3
25-Jan-17,Filter assembly erroded/corroded.,"Replace filter assembly when parts arrive.

Full filter assembly replaced.",Full filter assembly replaced.,D101,1515,1,Replace,2.4,Wear,10182325,TANK; COOLING WATER;AUX TD COOLING SKID,313,1
06-May-17,Change Out Air Dryer Inlet and Outlet Filters,Change out filters with spare's in stock,Changed out Filters  with spares from stock,D101,1515,1,Replace,1,General,11220549,AIR DRYER NO.2; G/S & CTRL AIR SYS;PORT,733,4
07-May-17,repair welds on haliburton cutting dryers,reoair welds,v notch or grinded out cracks from welds on 3 seperate padeyes on cuttings dryers ann rewelded ,D101,1515,2,Repair,2.5,Breakage,11261021,CUTTING DRYER - GROUP,180,1
17-Jan-17,Corrective actions required for THRUSTER DRIVES,Take corrective actions IAW attached report for each thruster drive listed in object list.,Went through and inspected all 6 VFDs for alarms. Inspection revealed alarms have been cleared. Work was done to inspect sensors and signs of leakage in the WCU. Everything checks good.,D101,1515,2,Repair,1.1,Leakage,11232250,THRUSTERS DRIVE - GROUP,867,1
19-May-17,Replace Guage on #6 Thruster Power Steering motor,change out pressure guage,change out pressure guage,D101,1515,1,Replace,2,General,11223575,THRUSTER SYSTEM NO.6; CNTR STERN,404,4
17-Jan-17,Repair Outlet Stations,Repair Outlet Stations,Replace missing adaptors and couplings,D101,1515,1,Replace,1,General,11223647,HIGH PRESSURE WASHDOWN SYSTEM,444,21
08-Feb-17,WO for sanding discs and backup pads,order parts,Parts have been ordered.,D101,1515,12,Other,6.3,Unknown,11220182,HAND TOOLS; WORKSHOP - GROUP,441,3
13-May-17,fully function damper,repair damper,Greased damper tested open/closed.  Fuctioned properly,D101,1515,7,Service,1.6,Sticking,11220484,DAMPER; PNEUM;SUPP FAN NO.1;PORT E/R,574,1
16-May-17,WNL PCMS 300490352: the unit is healthy,no action,no action,D101,1515,12,Other,6.2,Other,11223573,THRUSTER SYSTEM NO.4; PORT STERN,404,2
24-Apr-17,replace liner booster pump on (mud pump 3),replaced liner booster pump and changed all cooling water,replaced liner booster pump on mud pump #3,D101,1515,1,Replace,1.1,Leakage,11220207,MUD PUMP SYSTEM NO.3,325,16
10-May-17,Thruster No3: Add oil to Hydraulic Oil Tank for Steering,top up oil,add 88 ltrs of oil to #3 power steering tank,D101,1515,12,Other,6,General,10191469,TANK; HYDRAULIC OIL; STEERING SYSTEM,404,1
22-Apr-17,inspection of bulk barite tank C1C2,performed inspection and cleaning on bulk barite tank #2 for electrical dept. to calibrate load cell sensors to zero weight tank was cleaned and found damaged manway gasket and replaced everything else was in good working condition,inspection and cleaning of bulk barite tank #2 c1c2 for electrical dept to calibrate load cell sensors to zero weight,D101,1515,9,Inspection,6,General,11220864,TANK UNIT NO.2; BULK;BENTONITE,321,1
16-May-17,WNL PCMS 300490351: PBF and high contamination levels,bearing replacemant and water saturation in the oil is already covered by warranty claims,"covered by an existing warranty claim awaiting operational window for ABB to attend to change out the bearings.
No further details regarding how to remove the saturated water from the oil",D101,1515,2,Repair,1.2,Vibration,11223572,THRUSTER SYSTEM NO.3; STBD BOW,404,5
16-May-17,WNL PCMS 300490353:the unit is healthy,no further action taken,no action taken as unit is healthy,D101,1515,12,Other,6.3,Unknown,11223574,THRUSTER SYSTEM NO.5; STBD STERN,404,2
16-May-17,WNL PCMS 300490354: Potential bearing failure,this is a documented warranty claim awaiting an operational window to repair,"this is an outstanding warranty claim against ABB
Awaiting an operational window for ABB to attend and complete the change out of the motor bearing",D101,1515,1,Replace,1.2,Vibration,11223575,THRUSTER SYSTEM NO.6; CNTR STERN,404,4
23-Feb-17,Replace Main hydratong torque wrench side support bolts,WOP: PO: 30102 Line4-JAO030.,Removed and replaced side support bolts as required. All hardware is tight and secure.,D101,1515,1,Replace,2.6,Fatigue,11220805,HYDRATONG; ARN 200; MAIN WELL,342,54
10-Dec-16,Tail in arm cylinder damaged internally at cap end face.,"Replace cylinder for trap roller on tail in arm. WOP PN:1104301-JAO030 05/12/2017

Dates extended CMD014 08.01.2017
New cylinder has arrived and been put into stores as a spare.",New cylinder has arrived and been put into stores as a spare.,D101,1515,12,Other,4,General,10186295,CYLINDER; HYD;ROLLER;TAIL IN ARM,341,1
19-May-17,Lube oil filter MP # 2 cloggedneed to be replaced,change out the dirty filters,oil filter 's changed it was found that oil lfilter housing were full of debree housings drained an debree removed an new filters installed.,D101,1515,1,Replace,5.2,Contamination,11618699,LUB SYSTEM; MUD PUMP NO.2,325,4
10-May-17,Thruster No1 Hydraulic Oil Tank - Add Oil + Renew Gauge,correct defect,added 80 ltrs of oil to hydraulic steeting tank change out filter #1 pressure gueag with 0-60 bar guage,D101,1515,12,Other,2,General,10191467,TANK; HYDRAULIC OIL; STEERING SYSTEM,404,1
06-May-17,Change Out Air Dryer Inlet and Outlet Filters,Change out filters with spare's in stock,Changed out filters with spare from stock,D101,1515,1,Replace,2.4,Wear,11223599,AIR DRYER NO.4; G/S & CTRL AIR SYS; STBD,733,1
13-Mar-17,Replace scanner in tecnical office,Replace scanner bed,Replaced Unit,D101,1515,1,Replace,1,General,10178931,DISPLAY UNIT; WITH PRINTER,421,1
15-May-17,Install new dies in main HT torque wrench.,replace same,dies replaced,D101,1515,1,Replace,2.4,Wear,10191275,TORQUE WRENCH; TW-3/30; TF-975-1,342,5
14-May-17,Mast head light out of order,Mast head light out of order,Removed and replaced bulb. Bulb needed changing but someone on the Bridge had turned off the breaker which caused more time to be devoted to this task. Both Main and Sub are working now. : DBT006 2017.05.15 22:26:32,D101,1515,1,Replace,2.6,Fatigue,11260489,LIGHT; MAST HEAD;UPPER LEVEL;NAVI,427,1
17-May-17,Upper finger board row 8 #1,replace failed item,Removed and replaced faulty finger  Torqued and safetied as required.,D101,1515,1,Replace,1.1,Leakage,11893074,FINGERBOARD 2,341,5
07-Jul-16,WARNING LIGHTS UPS REPLACEMENT,replace UPS,UPS has been replaced. UPS issued against another WO. System checks good,D101,1515,1,Replace,3,General,11239753,UPS; LIGHTING SYSTEM;WARNING;AIRCRAFT,427,1
07-Mar-17,Crane survey Corrective Action - HELIDECK CRANE,repair defects,removed damaged ladder cut away bent section of ladder an replaced reinstalled ladder no farther maint due.,D101,1515,2,Repair,5.3,Miscellaneous external influences,11220683,CRANE; SERVICE;HELIDECK,563,3
14-May-17,Both 18W lights in pedestal are inop.,replace lamps,Found the clamps on one cover were unfastened so fastened them; light works. Cycled switch and other light works.,D101,1515,2,Repair,1.2,Vibration,11258784,LIGHT; FLUOR; 2X18W; PEDESTAL,361,1
05-Apr-17,Remove debris from UPS  A Main Input (Drilling VFD) Xformer,While I was working on a light next to the transformer I dropped the hard plastic cover that goes over the bolt on the light. It bounced off of the ladder rung and into the transformer.,Debris worked its way out. Found it behind cabinet,D101,1515,6,Check,2,General,11227300,TRANSFORMER; UPS MAIN INPUT;100 KVA,865,1
27-Apr-17,Replace internals on Standpipe valve S2,Replace internals on Standpipe valve S2 (325-X1-SM2),replaced internals and preformed pressure test 7000psi good test.,D101,1515,2,Repair,2.4,Wear,10177083,"5 1/8"" VLV; GATE;FROM MUD PUMPS",325,1
18-Jan-17,Repair various lamps and lights around the rig,replace/repair lamps,Replaced bulbs in two high bays in Sack Room. Good. Operation Line 5 : DBT006 2017.03.26 19:35:50,D101,1515,1,Replace,4,General,11232956,LIGHTING FITTING; HULL - GROUP,891,3
16-May-17,Rplace Stuffing box seals and wiper on Tensioner #11,Suspect leak across stuffing box seals to be replaced with parts in stock.,Hannon hydraulics attended and assisted with the deal change out on the tensioner,D101,1515,2,Repair,1.1,Leakage,11895030,RISER TENSIONER 11; DUAL RISER TNSNR 6,314,1
01-Apr-17,Stbd MODU light inop; indicating failure on control cabinet,repair defect,Works. Pulled lamp assembly rotated reinstalled lamp.,D101,1515,4,Adjust,1.6,Sticking,11239704,LIGHT NO.2; WHITE;MAIN;HELIDECK,427,2
23-May-17,Cooler CFW- Aft Stbd #1: Backflush Clean Strainer,Clean cooler strainer and backflush cooler.,Strainer found badly choked. Cleaned backflushed cooler and re-installed strainer. All in good working order.,D101,1515,7,Service,6,General,11223617,COOLER NO.1; CENTRAL; CFW; E/R STBD,722,1
23-May-17,Cooler CFW- Aft Port #1: Backflush Clean Strainer,Clean cooler strainer and backflush cooler.,Strainer found hardly fouled. Cleaned backflushed cooler and re-installed strainer. All in good working order.,D101,1515,7,Service,6,General,11223623,COOLER NO.1; CENTRAL; CFW; E/R PORT,722,1
23-May-17,Cooler CFW- Aft Cent #1: Backflush Clean Strainer,Clean cooler strainer and backflush cooler.,Strainer found hardly fouled. Cleaned backflushed cooler and re-installed strainer. All in good working order.,D101,1515,7,Service,6,General,11223625,COOLER NO.1; CENTRAL; CFW; E/R CNTR,722,2
21-Jan-17,Replace faulty control cable.,"Order and replace faulty control cable for the Hose Reel Station remote control unit.

ISE020 02/03/2017 WOP Dates changed",Repair or replace faulty control cable.,D101,1515,2,Repair,2.5,Breakage,11220900,HOSE REEL STATION NO.2,327,1
06-May-17,Change Out Air Dryer Inlet and Outlet Filters,Change out filters with spare's in stock,Changed out filters from stock,D101,1515,1,Replace,5.1,Blockage/plugged,11220550,AIR DRYER NO.3; G/S & CTRL AIR SYS; STBD,733,1
19-May-17,Replace Fan Belts PACU in Electrical Workshop,change out fan belts,change out fan belts,D101,1515,1,Replace,2.5,Breakage,11631291,PSV; PACKAGED A/C;EL W/S;PORT E/R,574,1
25-Apr-17,c-Node Transponder Battery Changeout,New battery already installed in spare M20 transponder. Needs to be tested prior to going to C-Installer this week. CI survey team/ROV will replace M29 with M20 on seabed. They will then swap out dead M29 battery with a new one from us and test it themselves. M29 will then replace dead M33 on seabed. M33 will be returned to Viking as spare along with dead battery from M29.,Tested,D101,1515,1,Replace,5,General,11618108,HIPAP SYSTEMS,408,5
13-May-17,Floodlight in middle aft Mud Mod shining down on Moonpool,replace lamp,Replaced lamp in floolight. Previously issued. Did not pull from stock,D101,1515,1,Replace,4,General,11227913,FLOODLIGHT; X-MAS TREE AREA; EEX,893,1
18-May-17,C15 C&K Leaking-Suspect Valve Stem Packing,Disassemble actuator and replace stem packing,Disassemble actuator and replace stem packing,D101,1515,1,Replace,1.1,Leakage,11256305,"4 1/16"" VLV; GATE;10K;HYD ACTD;LHS;C15",336,1
18-May-17,Repair Broken Fitting #1 R.O.,replace broken nipple to flow meter on #1 r.o.,change out broken nipple to flow meter,D101,1515,1,Replace,2.5,Breakage,11223603,GEN NO.1; FW; REVERSE OSMOSIS; E/R; CNTR,761,30
22-May-17,Fault Find leaking injection pipe on MGE1,Find and repair leak,Finding leaks and tightening up injector GooseNecks. Cyl A2 leaking at constant rate. Replaced injection pipe assembly,D101,1515,1,Replace,1.1,Leakage,11238804,MGE SET NO.1; E/R;PORT,651,2
07-Mar-17,Crane survey Corrective Action - #3 DECK CRANE,complete corrective actions,"A WO is already created in the Hydraulics queque as they have a PO for the expansion joints to be replaced in all 4 DC's
WO 11400000539
PO 36687",D101,1515,1,Replace,2.4,Wear,11220271,DECK CRANE NO.3; AFT STBD,361,7
22-May-17,Replace Hanger Bearing Conveyor 1,Replace Hanger Bearing,Threads worn in hanger bearing allowed bearing to pull out from stud,D101,1515,1,Replace,2.5,Breakage,11220933,CONVEYOR SYSTEM NO.1,326,4
11-Apr-17,Take out part for HP washers from warehouse.,remaove materials from the warehouse,Parts have been picked up from warehouse.,D101,1515,1,Replace,1.1,Leakage,11223647,HIGH PRESSURE WASHDOWN SYSTEM,444,21
16-May-17,WNL PCMS 300488616: PBF and high contamination levels,repair as advised by manufacturer,this is already covered by an exisiting warranty claim - bearing wear and satureated water levels have remained constant for sometime,D101,1515,2,Repair,1.2,Vibration,11223570,THRUSTER SYSTEM NO.1; CNTR BOW,404,4
23-Feb-17,Aux hydratong: replace torque wrench side plate securing bol,"Replace torque wrench side plate securing bolts
WOP: PO: 30102 Line 4-JAO030",Replaced side support bolts as required.,D101,1515,1,Replace,2.6,Fatigue,11220806,HYDRATONG; ARN 200; AUX WELL,342,15
06-May-17,Change Out Air Dryer Inlet and Outlet Filters,Change out filters with spare's in stock,Changed out fitlers,D101,1515,1,Replace,1,General,11220548,AIR DRYER NO.1; G/S & CTRL AIR SYS;PORT,733,3
13-May-17,Fingerboard upper latch sticking,Latch replaced and old latch serviced,Upper Fingerboard Row 15 latch 1 sticking replaced and removed latch overhauled.,D101,1515,1,Replace,1,General,11220856,FINGERBOARD ASSY; UPPER,341,10
13-May-17,fully function damper,repair damper and test.,Damper functioned properly on second attempt closes properly on subsequent attempts.  Greased damper,D101,1515,7,Service,1.6,Sticking,11220487,DAMPER; PNEUM;SUPP FAN NO.2;CNTR E/R,574,2
22-May-17,Mud Pump #5 Liner Bushing,assist DFO's removing liner from mud pump,Work with Dfo's removing seized liner bushing,D101,1515,12,Other,1.6,Sticking,11220209,MUD PUMP SYSTEM NO.5,325,11
22-May-17,Clogged filter alarm,Lube oil filter needs to be changed,Switch pump over to bank A and replaced filter in bank B,D101,1515,1,Replace,6,General,11618699,LUB SYSTEM; MUD PUMP NO.2,325,4
03-Apr-17,Repair broken welds and damaged cylinder.,Repair welds repair cylinder fitting.,Welds for mounting lugs were repaired. Hydraulic cylinder fitting repaired.,D101,1515,2,Repair,2.5,Breakage,10192766,SLIP LIFTER TOOL; NO.2,344,2
03-Feb-17,Leaking valve for deluge system shaker house,"Looks like valve is closing past 100% when operated pneumatically. Maybe out of alignment or maybe damaged.

WOP: requisition 276783 (spool valve).","WO Another WO created for ordering parts for Shaker House Deluge Valve
11400001626",D101,1515,2,Repair,1.1,Leakage,11234132,VLV; 200A;B-FLY;SHAKER UPPER;FIRE SYS,813,1
20-Apr-17,Troubleshoot cameras on main HR,None of the cameras on main racker is working.,Cameras not working. All cables had broken wires. First we managed to get them working by splitting the spare wires on the spare cable between all the cameras. Finally more wires broke and with no remaining spares we decided to run new cables. Three cables was pulled from JB 202 to JB 203. All cameras on main racker is now working except #3 which is in for repair,D101,1515,2,Repair,2.5,Breakage,11220423,CCTV CAMERAS SYSTEM,348,2
13-May-17,fully function damper,repair damper,Greased and freed up the damper.  Functioned open/closed properly,D101,1515,7,Service,1.6,Sticking,11220489,DAMPER; PNEUM;SUPP FAN NO.2;STBD E/R,574,2
13-Apr-17,Send Faulty Actuator Ashore for Service,"Actuator to be sent to the below address for overhaul/repair
Governor Control Systems Inc.
3101 SW 3rd Avenue
Fort Lauderdale
Florida 33315 USA
Telephone: 1 (954) 462-7404 Toll Free: 1 (877) 659-6328
Fax: 1 (954) 761-8768",,D101,1515,,,,,11246387,ACTUATOR; WOODWARD EM300; MGE 1,651,1
01-May-17,Main TDX traveling block tilt cylinder bracket shims,Re-shim cylinder bracket.,Shims has been reinstalled and secured.,D101,1515,5,Refit,1.3,Clearance/ alignment failure,10911033,BLOCK; TRAVELLING;MAIN,303,5
20-Apr-17,RAM light out of order,RAM light out of order,Removed and replaced bulb. Light is working normally now. : DBT006 2017.05.16 17:05:06,D101,1515,1,Replace,2.6,Fatigue,11260491,LIGHT; RED;NUC/RAM;DERRICK;UPPER;PORT,427,2
11-Jan-17,Replace load cells Barite tank#3,Order 4 x new load cells. Install same and calibrate zero. DFO's transfer to tank to verify calibration.,Replaced load cells on the C1C3 Bulk tank.  All load cells are in place and require calibration.  We are now waiting on the calibration Certificates from Manufacture. Certificate were not sent with load cell and are required to calibrate.,D101,1515,1,Replace,6,General,11220865,TANK UNIT NO.3; BULK;BARITE,321,3
13-May-17,Replace cord on handset for Moonpool phone,Replace cord on handset,replaced handset cord,D101,1515,1,Replace,1.5,Looseness,11222959,TELEPHONE IS; MOONPOOL AREA,425,1
03-Jan-17,Main Hydratong toll frame up/down cylinder leaking,"Cylinder seals needs to be replaced or replace cylinder itself.
Seals ordered due mid March - CMD014
Promised delivery date 11/4/2017 - CMD014",Cylinder removed stripped and new seals fitted. Refitted to equipment and tested ok,D101,1515,2,Repair,1.1,Leakage,11220805,HYDRATONG; ARN 200; MAIN WELL,342,54
02-May-17,Bad Ballast in Flourescent Fixture,replace lamps,Replaced ballast,D101,1515,1,Replace,2.6,Fatigue,11242063,FL; 2X36W;BATT;WATER MIST RM,891,1
17-May-17,Install new dies in main HT torque wrench.,replace same,install new dies,D101,1515,1,Replace,2.4,Wear,10191275,TORQUE WRENCH; TW-3/30; TF-975-1,342,5
28-Mar-17,need jagger pump for shakerhouse.,replace pump,ordering replacement pump,D101,1515,1,Replace,2.4,Wear,11220163,SHALE SHAKER SYSTEM,326,3
27-Jul-17,Service Eng for STBD  V Sat,"ISE020 14.08.2017
PR 11400271005 raised for feed assembly",See attached Service report,D101,1515,1,Replace,1,General,11239381,ANTENNA; V-SAT;STBD,424,2
21-Sep-17,RISER GANTRY CRANE PS114 WINCH 1 LOCK POSITION TRBLSHOOT,PS114 IS NOT CLOSING CONTACT WHEN LOCKING ON THE RISER,R2 pressure transmiter.  Fully operational,D101,1515,1,Replace,3.2,No signal/indication/alarm,11220221,RISER GANTRY CRANE SYSTEM,362,12
05-Sep-17,JOTRON GMDSS batteries Dead,replace batteries,"WO created to order batteries.
However previous PO already covering the need wherefore PR un-authorized.
and this WO can be closed",D101,1515,12,Other,1,General,11232187,GMDSS SYSTEM,421,1
26-Sep-17,changed wiper rubber,Changed wiper rubber.,Changed wiper rubber.,D101,1515,1,Replace,6.2,Other,12140076,DRILL PIPE - GROUP,351,23
20-Feb-17,Defective PLC cabinet light fixture for Deck Crane #4,"RHB005  4/1/2017
Dates changed WOP

RHB005  22/09/2017
e-mail sent due on the rig shortly
Dates changed","Defective PLC cabinet light fixture for Deck Crane #4
Parts received and light replaced - in service
Remainder of parts (2 complete units) are located in 
AFt elect W/S on shelf",D101,1515,1,Replace,6,General,11893900,CABINET; CONTROL; CABIN,361,1
02-Jun-17,Swap out drill line,"Swap out drill line
PR 11400270476 made for Polar
PR 11400270477 made for Intermoor",reeved new drill line,D101,1515,1,Replace,2.6,Fatigue,11220194,DRAWWORKS; MAIN AHD 1250,312,9
09-Aug-17,Damage to door cylinder RH control bracket & pin,Replace cylinder RH control bracket & pin.,"Cylinder linkages removed from a worn set new bushings fitted . New cylinder fitted Full strip down and NDT completed by third party. Tested once rebuilt no issues back in service
 Once ordered parts arrive on board this work order will be signed off as complete.

Spares arrived and put into stores.",D101,1515,1,Replace,2.5,Breakage,21008243,ELEVATOR:CASING; HYDRAULIC; BX 5; AUX,345,2
17-Aug-17,Install new 6-5/8 FH saversub for completion operations.,Install new 6-5/8 FH saversub for completion operations.,Install new 6-5/8 FH saversub for completion operations.,D101,1515,1,Replace,1,General,11897210,SAVER SUB; IBOP;PIPEHANDLER;MN TD,313,1
06-Oct-17,Change out minimess on Actuator,Isolate valve hyd pressures and change out defective minimess.,Change out minimess on Actuator,D101,1515,2,Repair,1,General,10185405,ACTUATOR; HYD;VLV 801-W1/BA538F,801,2
09-Oct-17,Repair Various doors on the rig.,Assess doors and repair as needed.,"Repaired door on C deck going to Hyd Hose room by removing door adding shims to hinges replacing door and adjusting closer.

Repaired door leading tomake change room from stairwell from U Deck by taking out strike mechanism and filing down strike greasing unit reassembly and adjust door closer. : MAE024 2017.10.10 11:29:40",D101,1515,1,Replace,1,General,11617797,INTERNAL DOORS ; ACCOMODATION - GROUP,512,4
01-Jun-17,CORRECTIONS FROM INSPECTION REPORT,CORRECTIVE ACTIONS FRON ANNUAL VISUAL INSPECTION,"Lubricated with wire lube on cables.
Removed corroded chains and installed plastic chains and signs.
Removed rubbish from legs and removed rust from leg at rig floor level and painted.
Installed wire lube on HP mud line chains in derrick.
Removed rust from derrick where corroded in corners at ground cables and installed galvanized paint.",D101,1515,2,Repair,1,General,11220137,DERRICK STRUCTURE SYSTEM; MAIN,301,3
19-Sep-17,MAIN Hydratong Dolly load hold valve,Replace load hold valve/counterbalance valve.,Main hydratong load hold valve for dolly up/down cylinder was replaced.,D101,1515,1,Replace,1.6,Sticking,11893359,VLV; OVERCENTER; LIFT CYL UP/DOWN,342,1
19-Sep-17,Exchange the govenor actuator due to high running hours,Remove actuator (s/n 18759948) and replace with new actuator (s/n 17900190),Exchange of govenor actuator due to high running hours on the engine (17400hrs). Mfr reccommends not to exceed 12000. Replace unit with overhauled actuator.,D101,1515,1,Replace,1,General,10182017,GOVERNOR; MGE 4,651,2
16-Sep-17,Aux HR Main Arm Hose 306 Worn,Replace,Removed & replaced hose,D101,1515,1,Replace,2.4,Wear,11249587,HOSE 306; HYD; GRIPPER JAW; MN ARM,341,1
25-Sep-17,Mechanical end stop knocked off,Remove sheared bolts. Re-install end stop.,Mechanical end stop knocked off,D101,1515,1,Replace,1,General,11223707,DRILL FLOOR MANIPULATOR ARM DFMA,341,5
09-Sep-17,Replace leaking Quick Dumps on Lower Chokes - Sept EOW,Replace leaking components,Quick dump valve was replaced with new valve from warehouse.,D101,1515,1,Replace,1.1,Leakage,10193274,"3 1/16"" VLV; DUAL BLOCK FAILSAFE",331,2
21-Sep-17,Magnetic door holder replacement & new install in galley,Replace magnetic door holder on Door 110 in galley and install new magnetic door holder on door 109 in catering crew mess room,"HOLDERS DOOR MAGNETIC  - galley
Replaced magnetic door holder on door 110 and install a new one on door 109.
Rub cables and wire up - tested system / works fine / in service",D101,1515,1,Replace,1,General,11234774,HOLDERS; DOOR MAGNETIC - GROUP,811,1
04-Apr-17,Abnormal Vibrations Observed on Blower Assy,Replace bearings / motor assy once onboard.,Removed blower motor inspected impeller no damage or loose bolts coupling secure balancing weights present no evidence of any weights missing replaced bearings and test ran slight vibration still present. Found commissioning records and the vibration level was present and within ISO G2.5 level of balance. attached records and info from hunt engine,D101,1515,1,Replace,1.2,Vibration,10182219,BLOWER; MOTOR A;MP5,325,1
10-Apr-17,Defective Eng No 5 and 6 UPS Battery Packs,"RGB005  10/07/2017

New UPS have shown up. Started replacing UPS No2 for Engs

ISE020 08.08.2017
UPS's ordered but 120 VAC showed up. Returned it back to manufacturer for correct ones",Replaced ballast. Checks good.,D101,1515,8,Test,4,General,11658839,MGE SETS - GROUP,651,7
26-Sep-17,FILTER - BACKFLUSH - #1 M/E - 20823 HRS,CHANGE OUT BACKFLUSH FILTER FOR CLEAN SPARE,Filter change (backflush),D101,1515,1,Replace,5.1,Blockage/plugged,12155897,AUTO BACKFLUSH FILTER,651,12
10-May-17,Failed Control PLC in Switchgear Room Drawworks Cabinet,"RHB005  23/07/2017
Waiting on access
Dates changed","Change out PLC from AUX to Main D/W
Replace Aux D/W PLC when it arrives",D101,1515,1,Replace,1,General,11261211,CABINET B; CTRL; SWGR; AUX AHDW,312,1
04-Sep-17,Trouble Shoot ER MSD Blower,Need to ISO the unit and pull it apart to do an internal inspection on the unit.,Unit was pulled apart and was found that 2 out of the 4 blades had broken in half and the other two were badly worn. Blades and filter replaced.,D101,1515,1,Replace,2.4,Wear,11223289,BLOWER; AERATION;S/T PLANT;E/R;CNTR,582,1
26-Sep-17,Change out Mechanical seal on pump,Change out Mechanical seal on pump,Change out Mechanical seal on pump,D101,1515,1,Replace,1.1,Leakage,11255950,PUMP; LINER SPRAY BOOSTER; MP4,325,2
08-Oct-17,Determine why the riser CWS loses its position and correct.,RISER CATWALK SKATE WOULD NOT GO ALL THE WAY BACK. TESTED THE RISER CATWALK ENCODER AND ENCODER COUPLING TESTED THE REMOTE CONTROL. FOUND OUT THAT THE REMOTE CONTROL EMERGENCY STOP BUTTON WAS FAULTY REPLACED IT TESTED IT ALL GOOD. : IOC002 2017.10.09 09:30:58,RISER CATWALK SKATE WOULD NOT GO ALL THE WAY BACK. TESTED THE RISER CATWALK ENCODER AND ENCODER COUPLING TESTED THE REMOTE CONTROL. FOUND OUT THAT THE REMOTE CONTROL EMERGENCY STOP BUTTON WAS FAULTY REPLACED IT TESTED IT ALL GOOD.,D101,1515,1,Replace,3.1,Control failure,11238182,SKATE; RISER HANDLING CWM,347,2
23-Aug-17,Loadcells return for repair,Equipment dismatled from structure,Equipment dismatled from structure,D101,1515,10,Overhaul,3.4,Out of adjustment,11220866,TANK UNIT NO.4; BULK;BARITE,321,2
02-Sep-17,#3 Engine- Clean Fuel Leak Alarm- Suspect A1 A5 B8 leakage,Inspect/repair as required.,Replaced injector HP pipe with new.  Replaced the gooseneck with rebuilt.,D101,1515,1,Replace,1.3,Clearance/ alignment failure,11220415,MAIN DIESEL ENGINE NO.3,651,6
24-May-17,MCCB 440V Topside FMC bucket downstream clamps,"RHB005  14/07/2017
Dates moved WOP",Installed downstream clamps for feeder bucket. Checks good for security. Bucket requires a little more effort to insert and lock into position with new clamps but fits as it should.,D101,1515,1,Replace,6,General,11898769,CB; SPARE 01,871,1
02-Aug-17,Replace Yellow Pod wedge packer for Upper Pipe Rams open,"Replace pod wedge packer. 

When stack was retrieved it was found the associated hose for UPR open was loose and leaking and the pod wedge packer was not the issue.",Suspected pod packer leaking. Upon BOP retrieval pod packer was found to be in good condition and it was actually the jumper hose from Yellow Pod to the UPR Open shuttle valve found leaking from a loose connection. Tighted up the connection and replaced the pod packer anyways.,D101,1515,5,Refit,1.5,Looseness,12179633,POD STAB WEDGE ASSEMBLY,332,1
09-Sep-17,Replace leaking Quick Dumps on Upper Outer Choke - Sept EOW,reaplce leaking components,Quick dump valve was replaced with new valve from warehouse.,D101,1515,1,Replace,1.1,Leakage,10193276,"3 1/16"" VLV; DUAL BLOCK FAILSAFE",331,1
13-Sep-17,Replace leaking Quick Dump on LOK - Sept EOW,Replace leaking components,Replaced quick dump valve with new,D101,1515,1,Replace,1.1,Leakage,10193275,"3 1/16"" VLV; DUAL BLOCK FAILSAFE",331,3
21-May-17,Order Failsafe Stem Protector/Pos. Ind,"Order 1127949 when number is extend into plant.
5/25: Ordered two for imediate use and will have storeman create in plant.",Stem protectors were taken from spare valve to replace damaged ones. Need to order to replace.,D101,1515,1,Replace,1,General,10201838,DUAL GATE VALVES; FAIL SAFE - GROUP,331,7
03-Sep-17,K2 to inspect RGC inspection basket,Complete LGS inspection and NDT as required,K2 to inspect RGC inspection basket,D101,1515,9,Inspection,6,General,10182143,BASKET; INSPECTION;RGC,362,2
19-Sep-17,Create PR for Kongsberg tech for HIPAP service,Arrange for Kongsberg HiPAP tech to attend for troubleshooting and maintenance,Create PR for Kongsberg tech for HIPAP service,D101,1515,7,Service,6.2,Other,11618108,HIPAP SYSTEMS,408,5
19-Sep-17,Clean drains on rig floor,Clean drains on rig floor,Clean out drains on rig floor,D101,1515,7,Service,1,General,11223647,HIGH PRESSURE WASHDOWN SYSTEM,444,21
04-Apr-17,Ballast in light is bad and needs to be replaced.,"RHB005  19/07/2017
WOP
Dates moved",Replaced ballasts. Checks good. Parts previously ordered,D101,1515,1,Replace,4.3,No power/voltage,11228245,FL; MUD MODULE;SWITCH RM; EEX,893,1
16-Sep-17,Aux HR UGA Hose 303 worn,Replace hose,"New hose fabricated.
Removed & replaced hose.",D101,1515,1,Replace,2.4,Wear,11249569,HOSE 303; HYD; VLV; HEAD CLAW CYL,341,1
